Hoehe [mNN],Inhalt [Mio m³],Hoehe [mNN],Flaeche [m²],Flaeche [ha]
501.05,3.565,501.05,328341,32.83
501.06,3.568,501.06,328530,32.85
501.07,3.571,501.07,328719,32.87
501.08,3.575,501.08,328908,32.89
501.09,3.578,501.09,329097,32.91
501.1,3.581,501.1,329286,32.93
501.11,3.584,501.11,329474,32.95
501.12,3.588,501.12,329663,32.97
501.13,3.591,501.13,329852,32.99
501.14,3.594,501.14,330041,33
501.15,3.597,501.15,330230,33.02
501.16,3.601,501.16,330419,33.04
501.17,3.604,501.17,330608,33.06
501.18,3.607,501.18,330796,33.08
501.19,3.610,501.19,330985,33.1
501.2,3.614,501.2,331174,33.12
501.21,3.617,501.21,331363,33.14
501.22,3.620,501.22,331552,33.16
501.23,3.624,501.23,331741,33.17
501.24,3.627,501.24,331930,33.19
501.25,3.630,501.25,332119,33.21
501.26,3.633,501.26,332307,33.23
501.27,3.637,501.27,332496,33.25
501.28,3.640,501.28,332685,33.27
501.29,3.643,501.29,332874,33.29
501.3,3.647,501.3,333063,33.31
501.31,3.650,501.31,333252,33.33
501.32,3.653,501.32,333441,33.34
501.33,3.657,501.33,333629,33.36
501.34,3.660,501.34,333818,33.38
501.35,3.663,501.35,334007,33.4
501.36,3.666,501.36,334196,33.42
501.37,3.670,501.37,334385,33.44
501.38,3.673,501.38,334574,33.46
501.39,3.676,501.39,334763,33.48
501.4,3.680,501.4,334951,33.5
501.41,3.683,501.41,335140,33.51
501.42,3.686,501.42,335329,33.53
501.43,3.690,501.43,335518,33.55
501.44,3.693,501.44,335707,33.57
501.45,3.696,501.45,335896,33.59
501.46,3.700,501.46,336085,33.61
501.47,3.703,501.47,336273,33.63
501.48,3.706,501.48,336462,33.65
501.49,3.710,501.49,336651,33.67
501.5,3.713,501.5,336840,33.68
501.51,3.716,501.51,337029,33.7
501.52,3.720,501.52,337218,33.72
501.53,3.723,501.53,337407,33.74
501.54,3.726,501.54,337595,33.76
501.55,3.730,501.55,337784,33.78
501.56,3.733,501.56,337973,33.8
501.57,3.737,501.57,338162,33.82
501.58,3.740,501.58,338351,33.84
501.59,3.743,501.59,338540,33.85
501.6,3.747,501.6,338729,33.87
501.61,3.750,501.61,338917,33.89
501.62,3.753,501.62,339106,33.91
501.63,3.757,501.63,339295,33.93
501.64,3.760,501.64,339484,33.95
501.65,3.763,501.65,339673,33.97
501.66,3.767,501.66,339862,33.99
501.67,3.770,501.67,340051,34.01
501.68,3.774,501.68,340239,34.02
501.69,3.777,501.69,340428,34.04
501.7,3.780,501.7,340617,34.06
501.71,3.784,501.71,340806,34.08
501.72,3.787,501.72,340995,34.1
501.73,3.791,501.73,341184,34.12
501.74,3.794,501.74,341373,34.14
501.75,3.797,501.75,341562,34.16
501.76,3.801,501.76,341750,34.18
501.77,3.804,501.77,341939,34.19
501.78,3.808,501.78,342128,34.21
501.79,3.811,501.79,342317,34.23
501.8,3.814,501.8,342506,34.25
501.81,3.818,501.81,342695,34.27
501.82,3.821,501.82,342884,34.29
501.83,3.825,501.83,343072,34.31
501.84,3.828,501.84,343261,34.33
501.85,3.831,501.85,343450,34.35
501.86,3.835,501.86,343639,34.36
501.87,3.838,501.87,343828,34.38
501.88,3.842,501.88,344017,34.4
501.89,3.845,501.89,344206,34.42
501.9,3.848,501.9,344394,34.44
501.91,3.852,501.91,344583,34.46
501.92,3.855,501.92,344772,34.48
501.93,3.859,501.93,344961,34.5
501.94,3.862,501.94,345150,34.51
501.95,3.866,501.95,345339,34.53
501.96,3.869,501.96,345528,34.55
501.97,3.873,501.97,345716,34.57
501.98,3.876,501.98,345905,34.59
501.99,3.879,501.99,346094,34.61
502,3.883,502,346283,34.63
502.01,3.886,502.01,346483,34.65
502.02,3.890,502.02,346683,34.67
502.03,3.893,502.03,346884,34.69
502.04,3.897,502.04,347084,34.71
502.05,3.900,502.05,347284,34.73
502.06,3.904,502.06,347484,34.75
502.07,3.907,502.07,347685,34.77
502.08,3.911,502.08,347885,34.79
502.09,3.914,502.09,348085,34.81
502.1,3.918,502.1,348285,34.83
502.11,3.921,502.11,348485,34.85
502.12,3.924,502.12,348686,34.87
502.13,3.928,502.13,348886,34.89
502.14,3.931,502.14,349086,34.91
502.15,3.935,502.15,349286,34.93
502.16,3.938,502.16,349487,34.95
502.17,3.942,502.17,349687,34.97
502.18,3.945,502.18,349887,34.99
502.19,3.949,502.19,350087,35.01
502.2,3.952,502.2,350287,35.03
502.21,3.956,502.21,350488,35.05
502.22,3.959,502.22,350688,35.07
502.23,3.963,502.23,350888,35.09
502.24,3.966,502.24,351088,35.11
502.25,3.970,502.25,351289,35.13
502.26,3.973,502.26,351489,35.15
502.27,3.977,502.27,351689,35.17
502.28,3.980,502.28,351889,35.19
502.29,3.984,502.29,352089,35.21
502.3,3.987,502.3,352290,35.23
502.31,3.991,502.31,352490,35.25
502.32,3.994,502.32,352690,35.27
502.33,3.998,502.33,352890,35.29
502.34,4.001,502.34,353090,35.31
502.35,4.005,502.35,353291,35.33
502.36,4.009,502.36,353491,35.35
502.37,4.012,502.37,353691,35.37
502.38,4.016,502.38,353891,35.39
502.39,4.019,502.39,354092,35.41
502.4,4.023,502.4,354292,35.43
502.41,4.026,502.41,354492,35.45
502.42,4.030,502.42,354692,35.47
502.43,4.033,502.43,354892,35.49
502.44,4.037,502.44,355093,35.51
502.45,4.040,502.45,355293,35.53
502.46,4.044,502.46,355493,35.55
502.47,4.048,502.47,355693,35.57
502.48,4.051,502.48,355894,35.59
502.49,4.055,502.49,356094,35.61
502.5,4.058,502.5,356294,35.63
502.51,4.062,502.51,356494,35.65
502.52,4.065,502.52,356694,35.67
502.53,4.069,502.53,356895,35.69
502.54,4.072,502.54,357095,35.71
502.55,4.076,502.55,357295,35.73
502.56,4.080,502.56,357495,35.75
502.57,4.083,502.57,357696,35.77
502.58,4.087,502.58,357896,35.79
502.59,4.090,502.59,358096,35.81
502.6,4.094,502.6,358296,35.83
502.61,4.097,502.61,358496,35.85
502.62,4.101,502.62,358697,35.87
502.63,4.105,502.63,358897,35.89
502.64,4.108,502.64,359097,35.91
502.65,4.112,502.65,359297,35.93
502.66,4.115,502.66,359498,35.95
502.67,4.119,502.67,359698,35.97
502.68,4.123,502.68,359898,35.99
502.69,4.126,502.69,360098,36.01
502.7,4.130,502.7,360298,36.03
502.71,4.133,502.71,360499,36.05
502.72,4.137,502.72,360699,36.07
502.73,4.141,502.73,360899,36.09
502.74,4.144,502.74,361099,36.11
502.75,4.148,502.75,361300,36.13
502.76,4.151,502.76,361500,36.15
502.77,4.155,502.77,361700,36.17
502.78,4.159,502.78,361900,36.19
502.79,4.162,502.79,362100,36.21
502.8,4.166,502.8,362301,36.23
502.81,4.170,502.81,362501,36.25
502.82,4.173,502.82,362701,36.27
502.83,4.177,502.83,362901,36.29
502.84,4.181,502.84,363101,36.31
502.85,4.184,502.85,363302,36.33
502.86,4.188,502.86,363502,36.35
502.87,4.191,502.87,363702,36.37
502.88,4.195,502.88,363902,36.39
502.89,4.199,502.89,364103,36.41
502.9,4.202,502.9,364303,36.43
502.91,4.206,502.91,364503,36.45
502.92,4.210,502.92,364703,36.47
502.93,4.213,502.93,364903,36.49
502.94,4.217,502.94,365104,36.51
502.95,4.221,502.95,365304,36.53
502.96,4.224,502.96,365504,36.55
502.97,4.228,502.97,365704,36.57
502.98,4.232,502.98,365905,36.59
502.99,4.235,502.99,366105,36.61
503,4.239,503,366305,36.63
503.01,4.243,503.01,366505,36.65
503.02,4.246,503.02,366705,36.67
503.03,4.250,503.03,366906,36.69
503.04,4.254,503.04,367111,36.71
503.05,4.257,503.05,367317,36.73
503.06,4.261,503.06,367523,36.75
503.07,4.265,503.07,367728,36.77
503.08,4.268,503.08,367934,36.79
503.09,4.272,503.09,368139,36.81
503.1,4.276,503.1,368345,36.83
503.11,4.279,503.11,368551,36.86
503.12,4.283,503.12,368756,36.88
503.13,4.287,503.13,368962,36.9
503.14,4.291,503.14,369168,36.92
503.15,4.294,503.15,369373,36.94
503.16,4.298,503.16,369579,36.96
503.17,4.302,503.17,369785,36.98
503.18,4.305,503.18,369990,37
503.19,4.309,503.19,370196,37.02
503.2,4.313,503.2,370401,37.04
503.21,4.317,503.21,370607,37.06
503.22,4.320,503.22,370813,37.08
503.23,4.324,503.23,371018,37.1
503.24,4.328,503.24,371224,37.12
503.25,4.331,503.25,371430,37.14
503.26,4.335,503.26,371635,37.16
503.27,4.339,503.27,371841,37.18
503.28,4.343,503.28,372046,37.2
503.29,4.346,503.29,372252,37.23
503.3,4.350,503.3,372458,37.25
503.31,4.354,503.31,372663,37.27
503.32,4.358,503.32,372869,37.29
503.33,4.361,503.33,373075,37.31
503.34,4.365,503.34,373280,37.33
503.35,4.369,503.35,373486,37.35
503.36,4.373,503.36,373692,37.37
503.37,4.376,503.37,373897,37.39
503.38,4.380,503.38,374103,37.41
503.39,4.384,503.39,374308,37.43
503.4,4.388,503.4,374514,37.45
503.41,4.391,503.41,374720,37.47
503.42,4.395,503.42,,37.49
503.43,4.399,503.43,375131,37.51
503.44,4.403,503.44,375337,37.53
503.45,4.406,503.45,,37.55
503.46,4.410,503.46,375748,37.57
503.47,4.414,503.47,375953,37.6
503.48,4.418,503.48,376159,37.62
503.49,4.421,503.49,376365,37.64
503.5,4.425,503.5,376570,37.66
503.51,4.429,503.51,376776,37.68
503.52,4.433,503.52,376982,37.7
503.53,4.437,503.53,377187,37.72
503.54,4.440,503.54,377393,37.74
503.55,4.444,503.55,377599,37.76
503.56,4.448,503.56,377804,37.78
503.57,4.452,503.57,378010,37.8
503.58,4.456,503.58,378215,37.82
503.59,4.459,503.59,378421,37.84
503.6,4.463,503.6,378627,37.86
503.61,4.467,503.61,378832,37.88
503.62,4.471,503.62,379038,37.9
503.63,4.475,503.63,379244,37.92
503.64,4.478,503.64,379449,37.94
503.65,4.482,503.65,379655,37.97
503.66,4.486,503.66,379860,37.99
503.67,4.490,503.67,380066,38.01
503.68,4.494,503.68,380272,38.03
503.69,4.497,503.69,380477,38.05
503.7,4.501,503.7,380683,38.07
503.71,4.505,503.71,380889,38.09
503.72,4.509,503.72,381094,38.11
503.73,4.513,503.73,381300,38.13
503.74,4.517,503.74,381506,38.15
503.75,4.520,503.75,381711,38.17
503.76,4.524,503.76,381917,38.19
503.77,4.528,503.77,382122,38.21
503.78,4.532,503.78,382328,38.23
503.79,4.536,503.79,382534,38.25
503.8,4.540,503.8,382739,38.27
503.81,4.544,503.81,382945,38.29
503.82,4.547,503.82,383151,38.32
503.83,4.551,503.83,383356,38.34
503.84,4.555,503.84,383562,38.36
503.85,4.559,503.85,383768,38.38
503.86,4.563,503.86,383973,38.4
503.87,4.567,503.87,384179,38.42
503.88,4.571,503.88,384384,38.44
503.89,4.574,503.89,384590,38.46
503.9,4.578,503.9,384796,38.48
503.91,4.582,503.91,385001,38.5
503.92,4.586,503.92,385207,38.52
503.93,4.590,503.93,385413,38.54
503.94,4.594,503.94,385618,38.56
503.95,4.598,503.95,385824,38.58
503.96,4.602,503.96,386029,38.6
503.97,4.605,503.97,386235,38.62
503.98,4.609,503.98,386441,38.64
503.99,4.613,503.99,386646,38.66
504,4.617,504,386852,38.69
504.01,4.621,504.01,387070,38.71
504.02,4.625,504.02,387288,38.73
504.03,4.629,504.03,387506,38.75
504.04,4.633,504.04,387724,38.77
504.05,4.637,504.05,387941,38.79
504.06,4.640,504.06,388159,38.82
504.07,4.644,504.07,388377,38.84
504.08,4.648,504.08,388595,38.86
504.09,4.652,504.09,388813,38.88
504.1,4.656,504.1,389031,38.9
504.11,4.660,504.11,389249,38.92
504.12,4.664,504.12,389467,38.95
504.13,4.668,504.13,389685,38.97
504.14,4.672,504.14,389902,38.99
504.15,4.676,504.15,390120,39.01
504.16,4.680,504.16,390338,39.03
504.17,4.684,504.17,390556,39.06
504.18,4.688,504.18,390774,39.08
504.19,4.691,504.19,390992,39.1
504.2,4.695,504.2,391210,39.12
504.21,4.699,504.21,391428,39.14
504.22,4.703,504.22,391646,39.16
504.23,4.707,504.23,391863,39.19
504.24,4.711,504.24,392081,39.21
504.25,4.715,504.25,392299,39.23
504.26,4.719,504.26,392517,39.25
504.27,4.723,504.27,392735,39.27
504.28,4.727,504.28,392953,39.3
504.29,4.731,504.29,393171,39.32
504.3,4.735,504.3,393389,39.34
504.31,4.739,504.31,393607,39.36
504.32,4.743,504.32,393824,39.38
504.33,4.747,504.33,394042,39.4
504.34,4.751,504.34,394260,39.43
504.35,4.755,504.35,394478,39.45
504.36,4.759,504.36,394696,39.47
504.37,4.763,504.37,394914,39.49
504.38,4.767,504.38,395132,39.51
504.39,4.771,504.39,395350,39.53
504.4,4.775,504.4,395568,39.56
504.41,4.779,504.41,395785,39.58
504.42,4.783,504.42,396003,39.6
504.43,4.787,504.43,396221,39.62
504.44,4.791,504.44,396439,39.64
504.45,4.795,504.45,396657,39.67
504.46,4.799,504.46,396875,39.69
504.47,4.802,504.47,397093,39.71
504.48,4.806,504.48,397311,39.73
504.49,4.810,504.49,397529,39.75
504.5,4.814,504.5,397747,39.77
504.51,4.819,504.51,397964,39.8
504.52,4.823,504.52,398182,39.82
504.53,4.827,504.53,398400,39.84
504.54,4.831,504.54,398618,39.86
504.55,4.835,504.55,398836,39.88
504.56,4.839,504.56,399054,39.91
504.57,4.843,504.57,399272,39.93
504.58,4.847,504.58,399490,39.95
504.59,4.851,504.59,399708,39.97
504.6,4.855,504.6,399925,39.99
504.61,4.859,504.61,400143,40.01
504.62,4.863,504.62,400361,40.04
504.63,4.867,504.63,400579,40.06
504.64,4.871,504.64,400797,40.08
504.65,4.875,504.65,401015,40.1
504.66,4.879,504.66,401233,40.12
504.67,4.883,504.67,401451,40.15
504.68,4.887,504.68,401669,40.17
504.69,4.891,504.69,401886,40.19
504.7,4.895,504.7,402104,40.21
504.71,4.899,504.71,402322,40.23
504.72,4.903,504.72,402540,40.25
504.73,4.907,504.73,402758,40.28
504.74,4.911,504.74,402976,40.3
504.75,4.915,504.75,403194,40.32
504.76,4.919,504.76,403412,40.34
504.77,4.923,504.77,403630,40.36
504.78,4.927,504.78,403847,40.38
504.79,4.932,504.79,404065,40.41
504.8,4.936,504.8,404283,40.43
504.81,4.940,504.81,404501,40.45
504.82,4.944,504.82,404719,40.47
504.83,4.948,504.83,404937,40.49
504.84,4.952,504.84,405155,40.52
504.85,4.956,504.85,405373,40.54
504.86,4.960,504.86,405591,40.56
504.87,4.964,504.87,405808,40.58
504.88,4.968,504.88,406026,40.6
504.89,4.972,504.89,406244,40.62
504.9,4.976,504.9,406462,40.65
504.91,4.981,504.91,406680,40.67
504.92,4.985,504.92,406898,40.69
504.93,4.989,504.93,407116,40.71
504.94,4.993,504.94,407334,40.73
504.95,4.997,504.95,407552,40.76
504.96,5.001,504.96,407769,40.78
504.97,5.005,504.97,407987,40.8
504.98,5.009,504.98,408205,40.82
504.99,5.013,504.99,408423,40.84
505,5.018,505,408641,40.86
505.01,5.022,505.01,408858,40.89
505.02,5.026,505.02,409075,40.91
505.03,5.030,505.03,409292,40.93
505.04,5.034,505.04,409509,40.95
505.05,5.038,505.05,409726,40.97
505.06,5.042,505.06,409943,40.99
505.07,5.046,505.07,410160,41.02
505.08,5.051,505.08,410378,41.04
505.09,5.055,505.09,410595,41.06
505.1,5.059,505.1,410812,41.08
505.11,5.063,505.11,411029,41.1
505.12,5.067,505.12,411246,41.12
505.13,5.071,505.13,411463,41.15
505.14,5.075,505.14,411680,41.17
505.15,5.079,505.15,411897,41.19
505.16,5.084,505.16,412114,41.21
505.17,5.088,505.17,412331,41.23
505.18,5.092,505.18,412548,41.25
505.19,5.096,505.19,412765,41.28
505.2,5.100,505.2,412982,41.3
505.21,5.104,505.21,413199,41.32
505.22,5.109,505.22,413417,41.34
505.23,5.113,505.23,413634,41.36
505.24,5.117,505.24,413851,41.39
505.25,5.121,505.25,414068,41.41
505.26,5.125,505.26,414285,41.43
505.27,5.129,505.27,414502,41.45
505.28,5.134,505.28,414719,41.47
505.29,5.138,505.29,414936,41.49
505.3,5.142,505.3,415153,41.52
505.31,5.146,505.31,415370,41.54
505.32,5.150,505.32,415587,41.56
505.33,5.155,505.33,415804,41.58
505.34,5.159,505.34,416021,41.6
505.35,5.163,505.35,416238,41.62
505.36,5.167,505.36,416456,41.65
505.37,5.171,505.37,416673,41.67
505.38,5.176,505.38,416890,41.69
505.39,5.180,505.39,417107,41.71
505.4,5.184,505.4,417324,41.73
505.41,5.188,505.41,417541,41.75
505.42,5.192,505.42,417758,41.78
505.43,5.197,505.43,417975,41.8
505.44,5.201,505.44,418192,41.82
505.45,5.205,505.45,418409,41.84
505.46,5.209,505.46,418626,41.86
505.47,5.213,505.47,418843,41.88
505.48,5.218,505.48,419060,41.91
505.49,5.222,505.49,419277,41.93
505.5,5.226,505.5,419495,41.95
505.51,5.230,505.51,419712,41.97
505.52,5.235,505.52,419929,41.99
505.53,5.239,505.53,420146,42.01
505.54,5.243,505.54,420363,42.04
505.55,5.247,505.55,420580,42.06
505.56,5.252,505.56,420797,42.08
505.57,5.256,505.57,421014,42.1
505.58,5.260,505.58,421231,42.12
505.59,5.264,505.59,421448,42.14
505.6,5.268,505.6,421665,42.17
505.61,5.273,505.61,421882,42.19
505.62,5.277,505.62,422099,42.21
505.63,5.281,505.63,422316,42.23
505.64,5.286,505.64,422533,42.25
505.65,5.290,505.65,422751,42.28
505.66,5.294,505.66,422968,42.3
505.67,5.298,505.67,423185,42.32
505.68,5.303,505.68,423402,42.34
505.69,5.307,505.69,423619,42.36
505.7,5.311,505.7,423836,42.38
505.71,5.315,505.71,424053,42.41
505.72,5.320,505.72,424270,42.43
505.73,5.324,505.73,424487,42.45
505.74,5.328,505.74,424704,42.47
505.75,5.333,505.75,424921,42.49
505.76,5.337,505.76,425138,42.51
505.77,5.341,505.77,425355,42.54
505.78,5.345,505.78,425572,42.56
505.79,5.350,505.79,425790,42.58
505.8,5.354,505.8,426007,42.6
505.81,5.358,505.81,426224,42.62
505.82,5.363,505.82,426441,42.64
505.83,5.367,505.83,426658,42.67
505.84,5.371,505.84,426875,42.69
505.85,5.375,505.85,427092,42.71
505.86,5.380,505.86,427309,42.73
505.87,5.384,505.87,427526,42.75
505.88,5.388,505.88,427743,42.77
505.89,5.393,505.89,427960,42.8
505.9,5.397,505.9,428177,42.82
505.91,5.401,505.91,428394,42.84
505.92,5.406,505.92,428611,42.86
505.93,5.410,505.93,428829,42.88
505.94,5.414,505.94,429046,42.9
505.95,5.419,505.95,429263,42.93
505.96,5.423,505.96,429480,42.95
505.97,5.427,505.97,429697,42.97
505.98,5.432,505.98,429914,42.99
505.99,5.436,505.99,430131,43.01
506,5.440,506,430348,43.03
506.01,5.445,506.01,430580,43.06
506.02,5.449,506.02,430812,43.08
506.03,5.453,506.03,431043,43.1
506.04,5.458,506.04,431275,43.13
506.05,5.462,506.05,431507,43.15
506.06,5.466,506.06,431739,43.17
506.07,5.471,506.07,431971,43.2
506.08,5.475,506.08,432202,43.22
506.09,5.479,506.09,432434,43.24
506.1,5.484,506.1,432666,43.27
506.11,5.488,506.11,432898,43.29
506.12,5.493,506.12,433129,43.31
506.13,5.497,506.13,433361,43.34
506.14,5.501,506.14,433593,43.36
506.15,5.506,506.15,433825,43.38
506.16,5.510,506.16,434057,43.41
506.17,5.514,506.17,434288,43.43
506.18,5.519,506.18,434520,43.45
506.19,5.523,506.19,434752,43.48
506.2,5.528,506.2,434984,43.5
506.21,5.532,506.21,435216,43.52
506.22,5.536,506.22,435447,43.54
506.23,5.541,506.23,435679,43.57
506.24,5.545,506.24,435911,43.59
506.25,5.549,506.25,436143,43.61
506.26,5.554,506.26,436375,43.64
506.27,5.558,506.27,436606,43.66
506.28,5.563,506.28,436838,43.68
506.29,5.567,506.29,437070,43.71
506.3,5.571,506.3,437302,43.73
506.31,5.576,506.31,437533,43.75
506.32,5.580,506.32,437765,43.78
506.33,5.585,506.33,437997,43.8
506.34,5.589,506.34,438229,43.82
506.35,5.594,506.35,438461,43.85
506.36,5.598,506.36,438692,43.87
506.37,5.602,506.37,438924,43.89
506.38,5.607,506.38,439156,43.92
506.39,5.611,506.39,439388,43.94
506.4,5.616,506.4,439620,43.96
506.41,5.620,506.41,439851,43.99
506.42,5.625,506.42,440083,44.01
506.43,5.629,506.43,440315,44.03
506.44,5.633,506.44,440547,44.05
506.45,5.638,506.45,440779,44.08
506.46,5.642,506.46,441010,44.1
506.47,5.647,506.47,441242,44.12
506.48,5.651,506.48,441474,44.15
506.49,5.656,506.49,441706,44.17
506.5,5.660,506.5,441938,44.19
506.51,5.665,506.51,442169,44.22
506.52,5.669,506.52,442401,44.24
506.53,5.673,506.53,442633,44.26
506.54,5.678,506.54,442865,44.29
506.55,5.682,506.55,443096,44.31
506.56,5.687,506.56,443328,44.33
506.57,5.691,506.57,443560,44.36
506.58,5.696,506.58,443792,44.38
506.59,5.700,506.59,444024,44.4
506.6,5.705,506.6,444255,44.43
506.61,5.709,506.61,444487,44.45
506.62,5.714,506.62,444719,44.47
506.63,5.718,506.63,444951,44.5
506.64,5.723,506.64,445183,44.52
506.65,5.727,506.65,445414,44.54
506.66,5.732,506.66,445646,44.56
506.67,5.736,506.67,445878,44.59
506.68,5.741,506.68,446110,44.61
506.69,5.745,506.69,446342,44.63
506.7,5.750,506.7,446573,44.66
506.71,5.754,506.71,446805,44.68
506.72,5.759,506.72,447037,44.7
506.73,5.763,506.73,447269,44.73
506.74,5.768,506.74,447500,44.75
506.75,5.772,506.75,447732,44.77
506.76,5.777,506.76,447964,44.8
506.77,5.781,506.77,448196,44.82
506.78,5.786,506.78,448428,44.84
506.79,5.790,506.79,448659,44.87
506.8,5.795,506.8,448891,44.89
506.81,5.799,506.81,449123,44.91
506.82,5.804,506.82,449355,44.94
506.83,5.808,506.83,449587,44.96
506.84,5.813,506.84,449818,44.98
506.85,5.817,506.85,450050,45.01
506.86,5.822,506.86,450282,45.03
506.87,5.826,506.87,450514,45.05
506.88,5.831,506.88,450746,45.07
506.89,5.835,506.89,450977,45.1
506.9,5.840,506.9,451209,45.12
506.91,5.844,506.91,451441,45.14
506.92,5.849,506.92,451673,45.17
506.93,5.854,506.93,451904,45.19
506.94,5.858,506.94,452136,45.21
506.95,5.863,506.95,452368,45.24
506.96,5.867,506.96,452600,45.26
506.97,5.872,506.97,452832,45.28
506.98,5.876,506.98,453063,45.31
506.99,5.881,506.99,453295,45.33
507,5.885,507,453527,45.35
507.01,5.890,507.01,453751,45.38
507.02,5.895,507.02,453974,45.4
507.03,5.899,507.03,454198,45.42
507.04,5.904,507.04,454421,45.44
507.05,5.908,507.05,454645,45.46
507.06,5.913,507.06,454868,45.49
507.07,5.917,507.07,455092,45.51
507.08,5.922,507.08,455315,45.53
507.09,5.927,507.09,455539,45.55
507.1,5.931,507.1,455762,45.58
507.11,5.936,507.11,455986,45.6
507.12,5.940,507.12,456209,45.62
507.13,5.945,507.13,456433,45.64
507.14,5.949,507.14,456656,45.67
507.15,5.954,507.15,456880,45.69
507.16,5.959,507.16,457103,45.71
507.17,5.963,507.17,457327,45.73
507.18,5.968,507.18,457550,45.76
507.19,5.972,507.19,457774,45.78
507.2,5.977,507.2,457997,45.8
507.21,5.982,507.21,458221,45.82
507.22,5.986,507.22,458444,45.84
507.23,5.991,507.23,458668,45.87
507.24,5.996,507.24,458891,45.89
507.25,6.000,507.25,459115,45.91
507.26,6.005,507.26,459339,45.93
507.27,6.009,507.27,459562,45.96
507.28,6.014,507.28,459786,45.98
507.29,6.019,507.29,460009,46
507.3,6.023,507.3,460233,46.02
507.31,6.028,507.31,460456,46.05
507.32,6.033,507.32,460680,46.07
507.33,6.037,507.33,460903,46.09
507.34,6.042,507.34,461127,46.11
507.35,6.046,507.35,461350,46.14
507.36,6.051,507.36,461574,46.16
507.37,6.056,507.37,461797,46.18
507.38,6.060,507.38,462021,46.2
507.39,6.065,507.39,462244,46.22
507.4,6.070,507.4,462468,46.25
507.41,6.074,507.41,462691,46.27
507.42,6.079,507.42,462915,46.29
507.43,6.084,507.43,463138,46.31
507.44,6.088,507.44,463362,46.34
507.45,6.093,507.45,463585,46.36
507.46,6.098,507.46,463809,46.38
507.47,6.102,507.47,464032,46.4
507.48,6.107,507.48,464256,46.43
507.49,6.112,507.49,464479,46.45
507.5,6.116,507.5,464703,46.47
507.51,6.121,507.51,464927,46.49
507.52,6.126,507.52,465150,46.52
507.53,6.130,507.53,465374,46.54
507.54,6.135,507.54,465597,46.56
507.55,6.140,507.55,465821,46.58
507.56,6.144,507.56,466044,46.6
507.57,6.149,507.57,466268,46.63
507.58,6.154,507.58,466491,46.65
507.59,6.158,507.59,466715,46.67
507.6,6.163,507.6,466938,46.69
507.61,6.168,507.61,467162,46.72
507.62,6.172,507.62,467385,46.74
507.63,6.177,507.63,467609,46.76
507.64,6.182,507.64,467832,46.78
507.65,6.187,507.65,468056,46.81
507.66,6.191,507.66,468279,46.83
507.67,6.196,507.67,468503,46.85
507.68,6.201,507.68,468726,46.87
507.69,6.205,507.69,468950,46.89
507.7,6.210,507.7,469173,46.92
507.71,6.215,507.71,469397,46.94
507.72,6.220,507.72,469620,46.96
507.73,6.224,507.73,469844,46.98
507.74,6.229,507.74,470067,47.01
507.75,6.234,507.75,470291,47.03
507.76,6.238,507.76,470515,47.05
507.77,6.243,507.77,470738,47.07
507.78,6.248,507.78,470962,47.1
507.79,6.253,507.79,471185,47.12
507.8,6.257,507.8,471409,47.14
507.81,6.262,507.81,471632,47.16
507.82,6.267,507.82,471856,47.19
507.83,6.272,507.83,472079,47.21
507.84,6.276,507.84,472303,47.23
507.85,6.281,507.85,472526,47.25
507.86,6.286,507.86,472750,47.27
507.87,6.291,507.87,472973,47.3
507.88,6.295,507.88,473197,47.32
507.89,6.300,507.89,473420,47.34
507.9,6.305,507.9,473644,47.36
507.91,6.310,507.91,473867,47.39
507.92,6.314,507.92,474091,47.41
507.93,6.319,507.93,474314,47.43
507.94,6.324,507.94,474538,47.45
507.95,6.329,507.95,474761,47.48
507.96,6.333,507.96,474985,47.5
507.97,6.338,507.97,475208,47.52
507.98,6.343,507.98,475432,47.54
507.99,6.348,507.99,475655,47.57
508,6.353,508,475879,47.59
508.01,6.357,508.01,476100,47.61
508.02,6.362,508.02,476321,47.63
508.03,6.367,508.03,476542,47.65
508.04,6.372,508.04,476763,47.68
508.05,6.377,508.05,476983,47.7
508.06,6.381,508.06,477204,47.72
508.07,6.386,508.07,477425,47.74
508.08,6.391,508.08,477646,47.76
508.09,6.396,508.09,477867,47.79
508.1,6.401,508.1,478088,47.81
508.11,6.405,508.11,478309,47.83
508.12,6.410,508.12,478530,47.85
508.13,6.415,508.13,478750,47.88
508.14,6.420,508.14,478971,47.9
508.15,6.425,508.15,479192,47.92
508.16,6.429,508.16,479413,47.94
508.17,6.434,508.17,479634,47.96
508.18,6.439,508.18,479855,47.99
508.19,6.444,508.19,480076,48.01
508.2,6.449,508.2,480297,48.03
508.21,6.453,508.21,480517,48.05
508.22,6.458,508.22,480738,48.07
508.23,6.463,508.23,480959,48.1
508.24,6.468,508.24,481180,48.12
508.25,6.473,508.25,481401,48.14
508.26,6.478,508.26,481622,48.16
508.27,6.482,508.27,481843,48.18
508.28,6.487,508.28,482064,48.21
508.29,6.492,508.29,482285,48.23
508.3,6.497,508.3,482505,48.25
508.31,6.502,508.31,482726,48.27
508.32,6.507,508.32,482947,48.29
508.33,6.512,508.33,483168,48.32
508.34,6.516,508.34,483389,48.34
508.35,6.521,508.35,483610,48.36
508.36,6.526,508.36,483831,48.38
508.37,6.531,508.37,484052,48.41
508.38,6.536,508.38,484272,48.43
508.39,6.541,508.39,484493,48.45
508.4,6.546,508.4,484714,48.47
