Hoehe [mNN],Inhalt [Mio m³],Hoehe [mNN],Flaeche [m²],Flaeche [ha]
508.41,6.550,508.41,484935,48.49
508.42,6.555,508.42,485156,48.52
508.43,6.560,508.43,485377,48.54
508.44,6.565,508.44,485598,48.56
508.45,6.570,508.45,485819,48.58
508.46,6.575,508.46,486039,48.6
508.47,6.580,508.47,486260,48.63
508.48,6.585,508.48,486481,48.65
508.49,6.590,508.49,486702,48.67
508.5,6.594,508.5,486923,48.69
508.51,6.599,508.51,487144,48.71
508.52,6.604,508.52,487365,48.74
508.53,6.609,508.53,487586,48.76
508.54,6.614,508.54,487807,48.78
508.55,6.619,508.55,488027,48.8
508.56,6.624,508.56,488248,48.82
508.57,6.629,508.57,488469,48.85
508.58,6.634,508.58,488690,48.87
508.59,6.638,508.59,488911,48.89
508.6,6.643,508.6,489132,48.91
508.61,6.648,508.61,489353,48.94
508.62,6.653,508.62,489574,48.96
508.63,6.658,508.63,489794,48.98
508.64,6.663,508.64,490015,49
508.65,6.668,508.65,490236,49.02
508.66,6.673,508.66,490457,49.05
508.67,6.678,508.67,490678,49.07
508.68,6.683,508.68,490899,49.09
508.69,6.688,508.69,491120,49.11
508.7,6.693,508.7,491341,49.13
508.71,6.698,508.71,491561,49.16
508.72,6.702,508.72,491782,49.18
508.73,6.707,508.73,492003,49.2
508.74,6.712,508.74,492224,49.22
508.75,6.717,508.75,492445,49.24
508.76,6.722,508.76,492666,49.27
508.77,6.727,508.77,492887,49.29
508.78,6.732,508.78,493108,49.31
508.79,6.737,508.79,493329,49.33
508.8,6.742,508.8,493549,49.35
508.81,6.747,508.81,493770,49.38
508.82,6.752,508.82,493991,49.4
508.83,6.757,508.83,494212,49.42
508.84,6.762,508.84,494433,49.44
508.85,6.767,508.85,494654,49.47
508.86,6.772,508.86,494875,49.49
508.87,6.777,508.87,495096,49.51
508.88,6.782,508.88,495316,49.53
508.89,6.787,508.89,495537,49.55
508.9,6.792,508.9,495758,49.58
508.91,6.797,508.91,495979,49.6
508.92,6.802,508.92,496200,49.62
508.93,6.807,508.93,496421,49.64
508.94,6.812,508.94,496642,49.66
508.95,6.817,508.95,496863,49.69
508.96,6.822,508.96,497083,49.71
508.97,6.827,508.97,497304,49.73
508.98,6.832,508.98,497525,49.75
508.99,6.837,508.99,497746,49.77
509,6.842,509,497967,49.8
509.01,6.847,509.01,498211,49.82
509.02,6.852,509.02,498455,49.85
509.03,6.857,509.03,498698,49.87
509.04,6.862,509.04,498942,49.89
509.05,6.867,509.05,499186,49.92
509.06,6.872,509.06,499430,49.94
509.07,6.877,509.07,499673,49.97
509.08,6.882,509.08,499917,49.99
509.09,6.887,509.09,500161,50.02
509.1,6.892,509.1,500405,50.04
509.11,6.897,509.11,500649,50.06
509.12,6.902,509.12,500892,50.09
509.13,6.907,509.13,501136,50.11
509.14,6.912,509.14,501380,50.14
509.15,6.917,509.15,501624,50.16
509.16,6.922,509.16,501867,50.19
509.17,6.927,509.17,502111,50.21
509.18,6.932,509.18,502355,50.24
509.19,6.937,509.19,502599,50.26
509.2,6.942,509.2,502843,50.28
509.21,6.947,509.21,503086,50.31
509.22,6.952,509.22,503330,50.33
509.23,6.957,509.23,503574,50.36
509.24,6.962,509.24,503818,50.38
509.25,6.967,509.25,504062,50.41
509.26,6.972,509.26,504305,50.43
509.27,6.977,509.27,504549,50.45
509.28,6.982,509.28,504793,50.48
509.29,6.987,509.29,505037,50.5
509.3,6.992,509.3,505280,50.53
509.31,6.998,509.31,505524,50.55
509.32,7.003,509.32,505768,50.58
509.33,7.008,509.33,506012,50.6
509.34,7.013,509.34,506256,50.63
509.35,7.018,509.35,506499,50.65
509.36,7.023,509.36,506743,50.67
509.37,7.028,509.37,506987,50.7
509.38,7.033,509.38,507231,50.72
509.39,7.038,509.39,507474,50.75
509.4,7.043,509.4,507718,50.77
509.41,7.048,509.41,507962,50.8
509.42,7.053,509.42,508206,50.82
509.43,7.058,509.43,508450,50.84
509.44,7.064,509.44,508693,50.87
509.45,7.069,509.45,508937,50.89
509.46,7.074,509.46,509181,50.92
509.47,7.079,509.47,509425,50.94
509.48,7.084,509.48,509668,50.97
509.49,7.089,509.49,509912,50.99
509.5,7.094,509.5,510156,51.02
509.51,7.099,509.51,510400,51.04
509.52,7.104,509.52,510644,51.06
509.53,7.109,509.53,510887,51.09
509.54,7.115,509.54,511131,51.11
509.55,7.120,509.55,511375,51.14
509.56,7.125,509.56,511619,51.16
509.57,7.130,509.57,511862,51.19
509.58,7.135,509.58,512106,51.21
509.59,7.140,509.59,512350,51.24
509.6,7.145,509.6,512594,51.26
509.61,7.150,509.61,512838,51.28
509.62,7.156,509.62,513081,51.31
509.63,7.161,509.63,513325,51.33
509.64,7.166,509.64,513569,51.36
509.65,7.171,509.65,513813,51.38
509.66,7.176,509.66,514056,51.41
509.67,7.181,509.67,514300,51.43
509.68,7.186,509.68,514544,51.45
509.69,7.191,509.69,514788,51.48
509.7,7.197,509.7,515032,51.5
509.71,7.202,509.71,515275,51.53
509.72,7.207,509.72,515519,51.55
509.73,7.212,509.73,515763,51.58
509.74,7.217,509.74,516007,51.6
509.75,7.222,509.75,516251,51.63
509.76,7.228,509.76,516494,51.65
509.77,7.233,509.77,516738,51.67
509.78,7.238,509.78,516982,51.7
509.79,7.243,509.79,517226,51.72
509.8,7.248,509.8,517469,51.75
509.81,7.253,509.81,517713,51.77
509.82,7.258,509.82,517957,51.8
509.83,7.264,509.83,518201,51.82
509.84,7.269,509.84,518445,51.84
509.85,7.274,509.85,518688,51.87
509.86,7.279,509.86,518932,51.89
509.87,7.284,509.87,519176,51.92
509.88,7.290,509.88,519420,51.94
509.89,7.295,509.89,519663,51.97
509.9,7.300,509.9,519907,51.99
509.91,7.305,509.91,520151,52.02
509.92,7.310,509.92,520395,52.04
509.93,7.315,509.93,520639,52.06
509.94,7.321,509.94,520882,52.09
509.95,7.326,509.95,521126,52.11
509.96,7.331,509.96,521370,52.14
509.97,7.336,509.97,521614,52.16
509.98,7.341,509.98,521857,52.19
509.99,7.347,509.99,522101,52.21
510,7.352,510,522345,52.23
510.01,7.357,510.01,522592,52.26
510.02,7.362,510.02,522839,52.28
510.03,7.367,510.03,523086,52.31
510.04,7.373,510.04,523333,52.33
510.05,7.378,510.05,523580,52.36
510.06,7.383,510.06,523827,52.38
510.07,7.388,510.07,524074,52.41
510.08,7.393,510.08,524321,52.43
510.09,7.399,510.09,524568,52.46
510.1,7.404,510.1,524815,52.48
510.11,7.409,510.11,525062,52.51
510.12,7.414,510.12,525309,52.53
510.13,7.420,510.13,525556,52.56
510.14,7.425,510.14,525803,52.58
510.15,7.430,510.15,526050,52.6
510.16,7.435,510.16,526297,52.63
510.17,7.440,510.17,526544,52.65
510.18,7.446,510.18,526791,52.68
510.19,7.451,510.19,527038,52.7
510.2,7.456,510.2,527285,52.73
510.21,7.461,510.21,527532,52.75
510.22,7.467,510.22,527779,52.78
510.23,7.472,510.23,528026,52.8
510.24,7.477,510.24,528273,52.83
510.25,7.482,510.25,528520,52.85
510.26,7.488,510.26,528766,52.88
510.27,7.493,510.27,529013,52.9
510.28,7.498,510.28,529260,52.93
510.29,7.503,510.29,529507,52.95
510.3,7.509,510.3,529754,52.98
510.31,7.514,510.31,530001,53
510.32,7.519,510.32,530248,53.02
510.33,7.525,510.33,530495,53.05
510.34,7.530,510.34,530742,53.07
510.35,7.535,510.35,530989,53.1
510.36,7.540,510.36,531236,53.12
510.37,7.546,510.37,531483,53.15
510.38,7.551,510.38,531730,53.17
510.39,7.556,510.39,531977,53.2
510.4,7.562,510.4,532224,53.22
510.41,7.567,510.41,532471,53.25
510.42,7.572,510.42,532718,53.27
510.43,7.577,510.43,532965,53.3
510.44,7.583,510.44,533212,53.32
510.45,7.588,510.45,533459,53.35
510.46,7.593,510.46,533706,53.37
510.47,7.599,510.47,533953,53.4
510.48,7.604,510.48,534200,53.42
510.49,7.609,510.49,534447,53.44
510.5,7.615,510.5,534694,53.47
510.51,7.620,510.51,534944,53.49
510.52,7.625,510.52,535194,53.52
510.53,7.631,510.53,535445,53.54
510.54,7.636,510.54,535695,53.57
510.55,7.641,510.55,535945,53.59
510.56,7.647,510.56,536195,53.62
510.57,7.652,510.57,536446,53.64
510.58,7.657,510.58,536696,53.67
510.59,7.663,510.59,536946,53.69
510.6,7.668,510.6,537196,53.72
510.61,7.673,510.61,537446,53.74
510.62,7.679,510.62,537697,53.77
510.63,7.684,510.63,537947,53.79
510.64,7.689,510.64,538197,53.82
510.65,7.695,510.65,538447,53.84
510.66,7.700,510.66,538698,53.87
510.67,7.705,510.67,538948,53.89
510.68,7.711,510.68,539198,53.92
510.69,7.716,510.69,539448,53.94
510.7,7.722,510.7,539698,53.97
510.71,7.727,510.71,539949,53.99
510.72,7.732,510.72,540199,54.02
510.73,7.738,510.73,540449,54.04
510.74,7.743,510.74,540699,54.07
510.75,7.748,510.75,540950,54.09
510.76,7.754,510.76,541200,54.12
510.77,7.759,510.77,541450,54.14
510.78,7.765,510.78,541700,54.17
510.79,7.770,510.79,541950,54.2
510.8,7.775,510.8,542201,54.22
510.81,7.781,510.81,542451,54.25
510.82,7.786,510.82,542701,54.27
510.83,7.792,510.83,542951,54.3
510.84,7.797,510.84,543201,54.32
510.85,7.802,510.85,543452,54.35
510.86,7.808,510.86,543702,54.37
510.87,7.813,510.87,543952,54.4
510.88,7.819,510.88,544202,54.42
510.89,7.824,510.89,544453,54.45
510.9,7.830,510.9,544703,54.47
510.91,7.835,510.91,544953,54.5
510.92,7.840,510.92,545203,54.52
510.93,7.846,510.93,545453,54.55
510.94,7.851,510.94,545704,54.57
510.95,7.857,510.95,545954,54.6
510.96,7.862,510.96,546204,54.62
510.97,7.868,510.97,546454,54.65
510.98,7.873,510.98,546705,54.67
510.99,7.878,510.99,546955,54.7
511,7.884,511,547205,54.72
511.01,7.889,511.01,547453,54.75
511.02,7.895,511.02,547700,54.77
511.03,7.900,511.03,547948,54.79
511.04,7.906,511.04,548195,54.82
511.05,7.911,511.05,548443,54.84
511.06,7.917,511.06,548690,54.87
511.07,7.922,511.07,548938,54.89
511.08,7.928,511.08,549185,54.92
511.09,7.933,511.09,549433,54.94
511.1,7.939,511.1,549680,54.97
511.11,7.944,511.11,549928,54.99
511.12,7.950,511.12,550175,55.02
511.13,7.955,511.13,550423,55.04
511.14,7.960,511.14,550671,55.07
511.15,7.966,511.15,550918,55.09
511.16,7.971,511.16,551166,55.12
511.17,7.977,511.17,551413,55.14
511.18,7.982,511.18,551661,55.17
511.19,7.988,511.19,551908,55.19
511.2,7.993,511.2,552156,55.22
511.21,7.999,511.21,552403,55.24
511.22,8.004,511.22,552651,55.27
511.23,8.010,511.23,552898,55.29
511.24,8.015,511.24,553146,55.31
511.25,8.021,511.25,553394,55.34
511.26,8.027,511.26,553641,55.36
511.27,8.032,511.27,553889,55.39
511.28,8.038,511.28,554136,55.41
511.29,8.043,511.29,554384,55.44
511.3,8.049,511.3,554631,55.46
511.31,8.054,511.31,554879,55.49
511.32,8.060,511.32,555126,55.51
511.33,8.065,511.33,555374,55.54
511.34,8.071,511.34,555621,55.56
511.35,8.076,511.35,555869,55.59
511.36,8.082,511.36,556116,55.61
511.37,8.087,511.37,556364,55.64
511.38,8.093,511.38,556612,55.66
511.39,8.098,511.39,556859,55.69
511.4,8.104,511.4,557107,55.71
511.41,8.110,511.41,557354,55.74
511.42,8.115,511.42,557602,55.76
511.43,8.121,511.43,557849,55.78
511.44,8.126,511.44,558097,55.81
511.45,8.132,511.45,558344,55.83
511.46,8.137,511.46,558592,55.86
511.47,8.143,511.47,558839,55.88
511.48,8.149,511.48,559087,55.91
511.49,8.154,511.49,559334,55.93
511.5,8.160,511.5,559582,55.96
511.51,8.165,511.51,559830,55.98
511.52,8.171,511.52,560077,56.01
511.53,8.176,511.53,560325,56.03
511.54,8.182,511.54,560572,56.06
511.55,8.188,511.55,560820,56.08
511.56,8.193,511.56,561067,56.11
511.57,8.199,511.57,561315,56.13
511.58,8.204,511.58,561562,56.16
511.59,8.210,511.59,561810,56.18
511.6,8.216,511.6,562057,56.21
511.61,8.221,511.61,562305,56.23
511.62,8.227,511.62,562552,56.26
511.63,8.232,511.63,562800,56.28
511.64,8.238,511.64,563047,56.3
511.65,8.244,511.65,563295,56.33
511.66,8.249,511.66,563542,56.35
511.67,8.255,511.67,563790,56.38
511.68,8.261,511.68,564037,56.4
511.69,8.266,511.69,564285,56.43
511.7,8.272,511.7,564532,56.45
511.71,8.277,511.71,564780,56.48
511.72,8.283,511.72,565027,56.5
511.73,8.289,511.73,565275,56.53
511.74,8.294,511.74,565522,56.55
511.75,8.300,511.75,565770,56.58
511.76,8.306,511.76,566018,56.6
511.77,8.311,511.77,566265,56.63
511.78,8.317,511.78,566513,56.65
511.79,8.323,511.79,566760,56.68
511.8,8.328,511.8,567008,56.7
511.81,8.334,511.81,567255,56.73
511.82,8.340,511.82,567503,56.75
511.83,8.345,511.83,567750,56.78
511.84,8.351,511.84,567998,56.8
511.85,8.357,511.85,568245,56.82
511.86,8.362,511.86,568493,56.85
511.87,8.368,511.87,568740,56.87
511.88,8.374,511.88,568988,56.9
511.89,8.379,511.89,569235,56.92
511.9,8.385,511.9,569483,56.95
511.91,8.391,511.91,569730,56.97
511.92,8.396,511.92,569978,57
511.93,8.402,511.93,570225,57.02
511.94,8.408,511.94,570473,57.05
511.95,8.413,511.95,570720,57.07
511.96,8.419,511.96,570968,57.1
511.97,8.425,511.97,571215,57.12
511.98,8.431,511.98,571463,57.15
511.99,8.436,511.99,571710,57.17
512,8.442,512,571958,57.2
512.01,8.448,512.01,572198,57.22
512.02,8.453,512.02,572437,57.24
512.03,8.459,512.03,572677,57.27
512.04,8.465,512.04,572916,57.29
512.05,8.471,512.05,573156,57.32
512.06,8.476,512.06,573396,57.34
512.07,8.482,512.07,573635,57.36
512.08,8.488,512.08,573875,57.39
512.09,8.493,512.09,574114,57.41
512.1,8.499,512.1,574354,57.44
512.11,8.505,512.11,574594,57.46
512.12,8.511,512.12,574833,57.48
512.13,8.516,512.13,575073,57.51
512.14,8.522,512.14,575312,57.53
512.15,8.528,512.15,575552,57.56
512.16,8.534,512.16,575792,57.58
512.17,8.539,512.17,576031,57.6
512.18,8.545,512.18,576271,57.63
512.19,8.551,512.19,576510,57.65
512.2,8.557,512.2,576750,57.68
512.21,8.562,512.21,576990,57.7
512.22,8.568,512.22,577229,57.72
512.23,8.574,512.23,577469,57.75
512.24,8.580,512.24,577708,57.77
512.25,8.585,512.25,577948,57.79
512.26,8.591,512.26,578188,57.82
512.27,8.597,512.27,578427,57.84
512.28,8.603,512.28,578667,57.87
512.29,8.609,512.29,578906,57.89
512.3,8.614,512.3,579146,57.91
512.31,8.620,512.31,579386,57.94
512.32,8.626,512.32,579625,57.96
512.33,8.632,512.33,579865,57.99
512.34,8.638,512.34,580104,58.01
512.35,8.643,512.35,580344,58.03
512.36,8.649,512.36,580584,58.06
512.37,8.655,512.37,580823,58.08
512.38,8.661,512.38,581063,58.11
512.39,8.667,512.39,581302,58.13
512.4,8.672,512.4,581542,58.15
512.41,8.678,512.41,581782,58.18
512.42,8.684,512.42,582021,58.2
512.43,8.690,512.43,582261,58.23
512.44,8.696,512.44,582500,58.25
512.45,8.701,512.45,582740,58.27
512.46,8.707,512.46,582980,58.3
512.47,8.713,512.47,583219,58.32
512.48,8.719,512.48,583459,58.35
512.49,8.725,512.49,583698,58.37
512.5,8.731,512.5,583938,58.39
512.51,8.736,512.51,584170,58.42
512.52,8.742,512.52,584402,58.44
512.53,8.748,512.53,584634,58.46
512.54,8.754,512.54,584867,58.49
512.55,8.760,512.55,585099,58.51
512.56,8.766,512.56,585331,58.53
512.57,8.771,512.57,585563,58.56
512.58,8.777,512.58,585795,58.58
512.59,8.783,512.59,586027,58.6
512.6,8.789,512.6,586260,58.63
512.61,8.795,512.61,586492,58.65
512.62,8.801,512.62,586724,58.67
512.63,8.807,512.63,586956,58.7
512.64,8.812,512.64,587188,58.72
512.65,8.818,512.65,587420,58.74
512.66,8.824,512.66,587653,58.77
512.67,8.830,512.67,587885,58.79
512.68,8.836,512.68,588117,58.81
512.69,8.842,512.69,588349,58.83
512.7,8.848,512.7,588581,58.86
512.71,8.854,512.71,588813,58.88
512.72,8.860,512.72,589046,58.9
512.73,8.865,512.73,589278,58.93
512.74,8.871,512.74,589510,58.95
512.75,8.877,512.75,589742,58.97
512.76,8.883,512.76,589974,59
512.77,8.889,512.77,590206,59.02
512.78,8.895,512.78,590438,59.04
512.79,8.901,512.79,590671,59.07
512.8,8.907,512.8,590903,59.09
512.81,8.913,512.81,591135,59.11
512.82,8.919,512.82,591367,59.14
512.83,8.924,512.83,591599,59.16
512.84,8.930,512.84,591831,59.18
512.85,8.936,512.85,592064,59.21
512.86,8.942,512.86,592296,59.23
512.87,8.948,512.87,592528,59.25
512.88,8.954,512.88,592760,59.28
512.89,8.960,512.89,592992,59.3
512.9,8.966,512.9,593224,59.32
512.91,8.972,512.91,593457,59.35
512.92,8.978,512.92,593689,59.37
512.93,8.984,512.93,593921,59.39
512.94,8.990,512.94,594153,59.42
512.95,8.996,512.95,594385,59.44
512.96,9.002,512.96,594617,59.46
512.97,9.008,512.97,594850,59.48
512.98,9.014,512.98,595082,59.51
512.99,9.019,512.99,595314,59.53
513,9.025,513,595546,59.55
513.01,9.031,513.01,595770,59.58
513.02,9.037,513.02,595995,59.6
513.03,9.043,513.03,596219,59.62
513.04,9.049,513.04,596444,59.64
513.05,9.055,513.05,596668,59.67
513.06,9.061,513.06,596893,59.69
513.07,9.067,513.07,597117,59.71
513.08,9.073,513.08,597342,59.73
513.09,9.079,513.09,597566,59.76
513.1,9.085,513.1,597790,59.78
513.11,9.091,513.11,598015,59.8
513.12,9.097,513.12,598239,59.82
513.13,9.103,513.13,598464,59.85
513.14,9.109,513.14,598688,59.87
513.15,9.115,513.15,598913,59.89
513.16,9.121,513.16,599137,59.91
513.17,9.127,513.17,599361,59.94
513.18,9.133,513.18,599586,59.96
513.19,9.139,513.19,599810,59.98
513.2,9.145,513.2,600035,60
513.21,9.151,513.21,600259,60.03
513.22,9.157,513.22,600484,60.05
513.23,9.163,513.23,600708,60.07
513.24,9.169,513.24,600933,60.09
513.25,9.175,513.25,601157,60.12
513.26,9.181,513.26,601381,60.14
513.27,9.187,513.27,601606,60.16
513.28,9.193,513.28,601830,60.18
513.29,9.199,513.29,602055,60.21
513.3,9.205,513.3,602279,60.23
513.31,9.211,513.31,602504,60.25
513.32,9.217,513.32,602728,60.27
513.33,9.223,513.33,602953,60.3
513.34,9.230,513.34,603177,60.32
513.35,9.236,513.35,603401,60.34
513.36,9.242,513.36,603626,60.36
513.37,9.248,513.37,603850,60.39
513.38,9.254,513.38,604075,60.41
513.39,9.260,513.39,604299,60.43
513.4,9.266,513.4,604524,60.45
513.41,9.272,513.41,604748,60.47
513.42,9.278,513.42,604972,60.5
513.43,9.284,513.43,605197,60.52
513.44,9.290,513.44,605421,60.54
513.45,9.296,513.45,605646,60.56
513.46,9.302,513.46,605870,60.59
513.47,9.308,513.47,606095,60.61
513.48,9.314,513.48,606319,60.63
513.49,9.320,513.49,606544,60.65
513.5,9.327,513.5,606768,60.68
513.51,9.333,513.51,606996,60.7
513.52,9.339,513.52,607223,60.72
513.53,9.345,513.53,607451,60.75
513.54,9.351,513.54,607679,60.77
513.55,9.357,513.55,607906,60.79
513.56,9.363,513.56,608134,60.81
513.57,9.369,513.57,608362,60.84
513.58,9.375,513.58,608589,60.86
513.59,9.381,513.59,608817,60.88
513.6,9.387,513.6,609045,60.9
513.61,9.394,513.61,609272,60.93
513.62,9.400,513.62,609500,60.95
513.63,9.406,513.63,609728,60.97
513.64,9.412,513.64,609956,61
513.65,9.418,513.65,610183,61.02
513.66,9.424,513.66,610411,61.04
513.67,9.430,513.67,610639,61.06
513.68,9.436,513.68,610866,61.09
513.69,9.443,513.69,611094,61.11
513.7,9.449,513.7,611322,61.13
513.71,9.455,513.71,611549,61.15
513.72,9.461,513.72,611777,61.18
513.73,9.467,513.73,612005,61.2
513.74,9.473,513.74,612232,61.22
513.75,9.479,513.75,612460,61.25
513.76,9.486,513.76,612688,61.27
513.77,9.492,513.77,612915,61.29
513.78,9.498,513.78,613143,61.31
513.79,9.504,513.79,613371,61.34
513.8,9.510,513.8,613598,61.36
513.81,9.516,513.81,613826,61.38
513.82,9.522,513.82,614054,61.41
513.83,9.529,513.83,614281,61.43
513.84,9.535,513.84,614509,61.45
513.85,9.541,513.85,614737,61.47
513.86,9.547,513.86,614964,61.5
513.87,9.553,513.87,615192,61.52
513.88,9.559,513.88,615420,61.54
513.89,9.566,513.89,615648,61.56
513.9,9.572,513.9,615875,61.59
513.91,9.578,513.91,616103,61.61
513.92,9.584,513.92,616331,61.63
513.93,9.590,513.93,616558,61.66
513.94,9.597,513.94,616786,61.68
513.95,9.603,513.95,617014,61.7
513.96,9.609,513.96,617241,61.72
513.97,9.615,513.97,617469,61.75
513.98,9.621,513.98,617697,61.77
513.99,9.628,513.99,617924,61.79
514,9.634,514,618152,61.82
514.01,9.640,514.01,618380,61.84
514.02,9.646,514.02,618607,61.86
514.03,9.652,514.03,618835,61.88
514.04,9.659,514.04,619063,61.91
514.05,9.665,514.05,619338,61.93
514.06,9.671,514.06,619612,61.96
514.07,9.677,514.07,619887,61.99
514.08,9.683,514.08,620162,62.02
514.09,9.690,514.09,620437,62.04
514.1,9.696,514.1,620712,62.07
514.11,9.702,514.11,620987,62.1
514.12,9.708,514.12,621262,62.13
514.13,9.715,514.13,621537,62.15
514.14,9.721,514.14,621811,62.18
514.15,9.727,514.15,622086,62.21
514.16,9.733,514.16,622361,62.24
514.17,9.740,514.17,622636,62.26
514.18,9.746,514.18,622911,62.29
514.19,9.752,514.19,623186,62.32
514.2,9.758,514.2,623461,62.35
514.21,9.765,514.21,623736,62.37
514.22,9.771,514.22,624010,62.4
514.23,9.777,514.23,624285,62.43
514.24,9.783,514.24,624560,62.46
514.25,9.790,514.25,624835,62.48
514.26,9.796,514.26,625110,62.51
514.27,9.802,514.27,625385,62.54
514.28,9.808,514.28,625660,62.57
514.29,9.815,514.29,625935,62.59
514.3,9.821,514.3,626209,62.62
514.31,9.827,514.31,626484,62.65
514.32,9.834,514.32,626759,62.68
514.33,9.840,514.33,627034,62.7
514.34,9.846,514.34,627309,62.73
514.35,9.852,514.35,627584,62.76
514.36,9.859,514.36,627859,62.79
514.37,9.865,514.37,628134,62.81
514.38,9.871,514.38,628408,62.84
514.39,9.878,514.39,628683,62.87
514.4,9.884,514.4,628958,62.9
514.41,9.890,514.41,629233,62.92
514.42,9.897,514.42,629508,62.95
514.43,9.903,514.43,,62.98
514.44,9.909,514.44,630058,63.01
514.45,9.915,514.45,630333,63.03
514.46,9.922,514.46,,63.05
514.47,9.928,514.47,630882,63.09
514.48,9.934,514.48,631157,63.12
514.49,9.941,514.49,631432,63.14
514.5,9.947,514.5,631707,63.17
514.51,9.953,514.51,631961,63.2
514.52,9.960,514.52,632216,63.22
514.53,9.966,514.53,632470,63.25
514.54,9.972,514.54,632724,63.27
514.55,9.979,514.55,632979,63.3
514.56,9.985,514.56,633233,63.32
514.57,9.991,514.57,633487,63.35
514.58,9.998,514.58,633742,63.37
514.59,10.004,514.59,633996,63.4
514.6,10.010,514.6,634250,63.43
514.61,10.017,514.61,634505,63.45
514.62,10.023,514.62,634759,63.48
514.63,10.030,514.63,635013,63.5
514.64,10.036,514.64,635267,63.53
514.65,10.042,514.65,635522,63.55
514.66,10.049,514.66,635776,63.58
514.67,10.055,514.67,636030,63.6
514.68,10.061,514.68,636285,63.63
514.69,10.068,514.69,636539,63.65
514.7,10.074,514.7,636793,63.68
514.71,10.080,514.71,637048,63.7
514.72,10.087,514.72,637302,63.73
514.73,10.093,514.73,637556,63.76
514.74,10.100,514.74,637811,63.78
514.75,10.106,514.75,638065,63.81
514.76,10.112,514.76,638319,63.83
514.77,10.119,514.77,638574,63.86
514.78,10.125,514.78,638828,63.88
514.79,10.132,514.79,639082,63.91
514.8,10.138,514.8,639337,63.93
514.81,10.144,514.81,639591,63.96
514.82,10.151,514.82,639845,63.98
514.83,10.157,514.83,640100,64.01
